Time,COOLANT_TEMPERATURE (),Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature,Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [��,Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
29:48.6,91,154,2108,125,32,33.61,83.5,29,14.1,14.5
29:48.7,91,154,2108,125,32,33.61,83.5,29,14.1,14.5
29:48.8,91,154,2108,125,32,33.61,83.5,29,14.1,14.5
29:48.9,91,151,2108,125,32,33.61,83.5,29,14.1,14.5
29:49.0,91,151,2111,125,32,33.61,83.5,29,14.1,14.5
29:49.1,91,151,2111,125,32,33.61,83.5,29,14.1,14.5
29:49.2,91,151,2111,125,32,33.61,83.5,29,14.1,14.5
29:49.3,91,151,2111,125,32,32.49,83.5,29,14.1,14.5
29:49.4,91,151,2111,125,32,32.49,83.5,29,14.1,14.5
29:49.4,91,151,2111,125,32,32.49,83.5,29,14.1,14.5
29:49.5,91,151,2111,125,32,32.49,83.5,29,14.1,14.5
29:49.6,91,151,2111,125,32,32.49,83.5,29,14.1,14.5
29:49.7,91,151,2111,125,32,32.49,83.5,29,14.1,14.5
29:49.8,91,147,2111,125,32,32.49,83.5,29,14.1,14.5
29:49.9,91,147,2108,125,32,32.49,83.5,29,14.1,14.5
29:50.0,91,147,2108,125,32,32.49,83.5,29,14.1,14.5
29:50.1,91,147,2108,125,32,32.49,83.5,29,14.1,14.5
29:50.2,91,147,2108,125,32,31.66,83.5,29,14.1,14.5
29:50.3,91,147,2108,125,32,31.66,83.5,29,14.1,14.5
29:50.3,91,147,2108,125,32,31.66,83.5,29,14.1,14.5
29:50.4,91,147,2108,125,32,31.66,83.5,29,14.1,14.5
29:50.5,91,147,2108,125,32,31.66,83.5,29,14.1,14.5
29:50.6,91,147,2108,125,32,31.66,83.5,29,14.1,14.5
29:50.7,91,145,2108,125,32,31.66,83.5,29,14.1,14.5
29:50.8,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:50.9,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.0,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.1,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.2,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.2,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.3,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.4,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.5,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.6,91,145,2110,125,32,31.66,83.5,29,14.1,14.5
29:51.7,91,145,2113,125,32,31.66,83.5,29,14.1,14.5
29:51.8,91,145,2113,125,32,31.66,83.5,29,14.1,14.5
29:51.9,91,145,2113,125,32,31.66,83.5,29,14.1,14.5
29:52.0,91,145,2113,125,32,31.27,83.5,29,14.1,14.5
29:52.1,91,145,2113,125,32,31.27,83.5,29,14.1,14.5
29:52.1,91,145,2113,125,32,31.27,83.5,29,14.1,14.5
29:52.2,91,145,2113,125,32,31.27,83.5,29,14.1,14.5
29:52.3,91,145,2113,125,32,31.27,83.5,29,14.1,14.5
29:52.4,91,145,2113,125,32,31.27,83.5,29,14.1,14.5
29:52.5,91,145,2113,125,32,31.27,83.5,29,14.1,14.5
29:52.6,91,145,2107,125,32,31.27,83.5,29,14.1,14.5
29:52.7,91,145,2107,125,32,31.27,83.5,29,14.1,14.5
29:52.8,91,145,2107,125,32,31.27,83.5,29,14.1,14.5
29:52.9,91,145,2107,125,32,32.16,83.5,29,14.1,14.5
29:53.0,91,145,2107,125,32,32.16,83.5,29,14.1,14.5
29:53.0,91,145,2107,125,32,32.16,83.5,29,14.1,14.5
29:53.1,91,145,2107,125,32,32.16,83.5,29,14.1,14.5
29:53.2,91,145,2107,125,32,32.16,83.5,29,14.1,14.5
29:53.3,91,145,2107,125,32,32.16,83.5,29,14.1,14.5
29:53.4,91,148,2107,125,32,32.16,83.5,29,14.1,14.5
29:53.5,91,148,2108,125,32,32.16,83.5,29,14.1,14.5
29:53.6,91,148,2108,125,32,32.16,83.5,29,14.1,14.5
29:53.7,91,148,2108,125,32,32.16,83.5,29,14.1,14.5
29:53.8,91,148,2108,125,32,32.63,83.5,29,14.1,14.5
29:53.9,91,148,2108,125,32,32.63,83.5,29,14.1,14.5
29:53.9,91,148,2108,125,32,32.63,83.5,29,14.1,14.5
29:54.0,91,148,2108,125,32,32.63,83.5,29,14.1,14.5
29:54.1,91,148,2108,125,32,32.63,83.5,29,14.1,14.5
29:54.2,91,148,2108,125,32,32.63,83.5,29,14.1,14.5
29:54.3,91,151,2108,125,32,32.63,83.5,29,14.1,14.5
29:54.4,91,151,2105,125,32,32.63,83.5,29,14.1,14.5
29:54.5,91,151,2105,125,32,32.63,83.5,29,14.1,14.5
29:54.6,91,151,2105,125,32,32.63,83.5,29,14.1,14.5
29:54.7,91,151,2105,125,32,33.58,83.5,29,14.1,14.5
29:54.8,91,151,2105,125,32,33.58,83.5,29,14.1,14.5
29:54.8,91,151,2105,125,32,33.58,83.5,29,14.1,14.5
29:54.9,91,151,2105,125,32,33.58,83.5,29,14.1,14.5
29:55.0,91,151,2105,125,32,33.58,83.5,29,14.1,14.5
29:55.1,91,151,2105,125,32,33.58,83.5,29,14.1,14.5
29:55.2,91,154,2105,125,32,33.58,83.5,29,14.1,14.5
29:55.3,91,154,2107,125,32,33.58,83.5,29,14.1,14.5
29:55.4,91,154,2107,124,32,33.58,83.5,29,14.1,14.5
29:55.5,91,154,2107,124,32,33.58,83.5,29,14.1,14.5
29:55.6,91,154,2107,124,32,34.61,83.5,29,14.1,14.5
29:55.7,91,154,2107,124,32,34.61,83.5,29,14.1,14.5
29:55.8,91,154,2107,124,32,34.61,83.5,29,14.1,14.5
29:55.9,91,154,2107,124,32,34.61,83.5,29,14.1,14.5
29:56.0,91,154,2107,124,32,34.61,83.5,29,14.1,14.5
29:56.0,91,154,2107,124,32,34.61,83.5,29,14.1,14.5
29:56.1,91,157,2107,124,32,34.61,83.5,29,14.1,14.5
29:56.2,91,157,2104,124,32,34.61,83.5,29,14.1,14.5
29:56.3,91,157,2104,125,32,34.61,83.5,29,14.1,14.5
29:56.4,91,157,2104,125,32,34.61,83.5,29,14.1,14.5
29:56.5,91,157,2104,125,32,34.99,83.5,29,14.1,14.5
29:56.6,91,157,2104,125,32,34.99,83.5,29,14.1,14.5
29:56.7,91,157,2104,125,32,34.99,83.5,29,14.1,14.5
29:56.8,91,157,2104,125,32,34.99,83.5,29,14.1,14.5
29:56.9,91,157,2104,125,32,34.99,83.5,29,14.1,14.5
29:56.9,91,157,2104,125,32,34.99,83.5,29,14.1,14.5
29:57.0,91,155,2104,125,32,34.99,83.5,29,14.1,14.5
29:57.1,91,155,2105,125,32,34.99,83.5,29,14.1,14.5
29:57.2,91,155,2105,125,32,34.99,83.5,29,14.1,14.5
29:57.3,91,155,2105,125,32,34.99,83.5,29,14.1,14.5
29:57.4,91,155,2105,125,32,35.24,83.5,29,14.1,14.5
29:57.5,91,155,2105,125,32,35.24,83.5,29,14.1,14.5
29:57.6,91,155,2105,125,32,35.24,83.5,29,14.1,14.5
29:57.7,91,155,2105,125,32,35.24,83.5,29,14.1,14.5
29:57.8,91,155,2105,125,32,35.24,83.5,29,14.1,14.5
29:57.8,91,155,2105,125,32,35.24,83.5,29,14.1,14.5
29:57.9,91,156,2105,125,32,35.24,83.5,29,14.1,14.5
29:58.0,91,156,2106,125,32,35.24,83.5,29,14.1,14.5
29:58.1,91,156,2106,125,32,35.24,83.5,29,14.1,14.5
29:58.2,91,156,2106,125,32,35.24,83.5,29,14.1,14.5
29:58.3,91,156,2106,125,32,35.13,83.5,29,14.1,14.5
29:58.4,91,156,2106,125,32,35.13,83.5,29,14.1,14.5
29:58.5,91,156,2106,125,32,35.13,83.5,29,14.1,14.5
29:58.6,91,156,2106,125,32,35.13,83.5,29,14.1,14.5
29:58.7,91,156,2106,125,32,35.13,83.5,29,14.1,14.5
29:58.7,91,156,2106,125,32,35.13,83.5,29,14.1,14.5
29:58.8,91,156,2106,125,32,35.13,83.5,29,14.1,14.5
29:58.9,91,156,2102,125,32,35.13,83.5,29,14.1,14.5
29:59.0,91,156,2102,124,32,35.13,83.5,29,14.1,14.5
29:59.1,91,156,2102,124,32,35.13,83.5,29,14.1,14.5
29:59.2,91,156,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.3,91,156,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.4,91,156,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.5,91,156,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.6,91,156,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.7,91,156,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.8,91,157,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.9,91,157,2102,124,32,35.02,83.5,29,14.1,14.5
29:59.9,91,157,2102,125,32,35.02,83.5,29,14.1,14.5
30:00.0,91,157,2102,125,32,35.02,83.5,29,14.1,14.5
30:00.1,91,157,2102,125,32,35.8,83.5,29,14.1,14.5
30:00.2,91,157,2102,125,32,35.8,83.5,29,14.1,14.5
30:00.3,91,157,2102,125,32,35.8,83.5,29,14.1,14.5
30:00.4,91,157,2102,125,32,35.8,83.5,29,14.1,14.5
30:00.5,91,157,2102,125,32,35.8,83.5,29,14.1,14.5
30:00.6,91,157,2102,125,32,35.8,83.5,29,14.1,14.5
30:00.7,91,160,2102,125,32,35.8,83.5,29,14.1,14.5
30:00.8,91,160,2104,125,32,35.8,83.5,29,14.1,14.5
30:00.8,91,160,2104,125,32,35.8,83.5,29,14.1,14.5
30:00.9,91,160,2104,125,32,35.8,83.5,29,14.1,14.5
30:01.0,91,160,2104,125,32,36.24,83.5,29,14.1,14.5
30:01.1,91,160,2104,125,32,36.24,83.5,29,14.1,14.5
30:01.2,91,160,2104,125,32,36.24,83.5,29,14.1,14.5
30:01.3,91,160,2104,125,32,36.24,83.5,29,14.1,14.5
30:01.4,91,160,2104,125,32,36.24,83.5,29,14.1,14.5
30:01.5,91,160,2104,125,32,36.24,83.5,29,14.1,14.5
30:01.6,91,160,2104,125,32,36.24,83.5,29,14.1,14.5
30:01.7,91,160,2102,125,32,36.24,83.5,29,14.1,14.5
30:01.7,91,160,2102,125,32,36.24,83.5,29,14.1,14.5
30:01.8,91,160,2102,125,32,36.24,83.5,29,14.1,14.5
30:01.9,91,160,2102,125,32,36.44,83.5,29,14.1,14.5
30:02.0,91,160,2102,125,32,36.44,83.5,29,14.1,14.5
30:02.1,91,160,2102,125,32,36.44,83.5,29,14.1,14.5
30:02.2,91,160,2102,125,32,36.44,83.5,29,14.1,14.5
30:02.3,91,160,2102,125,32,36.44,83.5,29,14.1,14.5
30:02.4,91,160,2102,125,32,36.44,83.5,29,14.1,14.5
30:02.5,91,159,2102,125,32,36.44,83.5,29,14.1,14.5
30:02.6,91,159,2108,125,32,36.44,83.5,29,14.1,14.5
30:02.7,91,159,2108,125,32,36.44,83.5,29,14.1,14.5
30:02.8,91,159,2108,125,32,36.44,83.5,29,14.1,14.5
30:02.9,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:02.9,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.0,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.1,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.2,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.3,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.4,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.5,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.6,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.7,91,159,2108,125,32,36.63,83.5,29,14.1,14.5
30:03.8,91,159,2108,125,32,35.55,83.5,29,14.1,14.5
30:03.8,91,159,2108,125,32,35.55,83.5,29,14.1,14.5
30:03.9,91,159,2108,125,32,35.55,83.5,29,14.1,14.5
30:04.0,91,159,2108,125,32,35.55,83.5,29,14.1,14.5
30:04.1,91,159,2108,125,32,35.55,83.5,29,14.1,14.5
30:04.2,91,159,2108,125,32,35.55,83.5,29,14.1,14.5
30:04.3,91,158,2108,125,32,35.55,83.5,29,14.1,14.5
30:04.4,91,158,2109,125,32,35.55,83.5,29,14.1,14.5
30:04.5,91,158,2109,125,32,35.55,83.5,29,14.1,14.5
30:04.6,91,158,2109,125,32,35.55,83.5,29,14.1,14.5
30:04.7,91,158,2109,125,32,35.72,83.5,29,14.1,14.5
30:04.7,91,158,2109,125,32,35.72,83.5,29,14.1,14.5
30:04.8,91,158,2109,125,32,35.72,83.5,29,14.1,14.5
30:04.9,91,158,2109,125,32,35.72,83.5,29,14.1,14.5
30:05.0,91,158,2109,125,32,35.72,83.5,29,14.1,14.5
30:05.1,91,158,2109,125,32,35.72,83.5,29,14.1,14.5
30:05.2,91,157,2109,125,32,35.72,83.5,29,14.1,14.5
30:05.3,91,157,2108,125,32,35.72,83.5,29,14.1,14.5
30:05.4,91,157,2108,125,32,35.72,83.5,29,14.1,14.5
30:05.5,91,157,2108,125,32,35.72,83.5,29,14.1,14.5
30:05.6,91,157,2108,125,32,35.74,83.5,29,14.1,14.5
30:05.6,91,157,2108,125,32,35.74,83.5,29,14.1,14.5
30:05.7,91,157,2108,125,32,35.74,83.5,29,14.1,14.5
30:05.8,91,157,2108,125,32,35.74,83.5,29,14.1,14.5
30:05.9,91,157,2108,125,32,35.74,83.5,29,14.1,14.5
30:06.0,91,157,2108,125,32,35.74,83.5,29,14.1,14.5
30:06.1,91,158,2108,125,32,35.74,83.5,29,14.1,14.5
30:06.2,91,158,2107,125,32,35.74,83.5,29,14.1,14.5
30:06.3,91,158,2107,125,32,35.74,83.5,29,14.1,14.5
30:06.4,91,158,2107,125,32,35.74,83.5,29,14.1,14.5
30:06.5,91,158,2107,125,32,35.99,83.5,29,14.1,14.5
30:06.5,91,158,2107,125,32,35.99,83.5,29,14.1,14.5
30:06.6,91,158,2107,125,32,35.99,83.5,29,14.1,14.5
30:06.7,91,158,2107,125,32,35.99,83.5,29,14.1,14.5
30:06.8,91,158,2107,125,32,35.99,83.5,29,14.1,14.5
30:06.9,91,158,2107,125,32,35.99,83.5,29,14.1,14.5
30:07.0,91,158,2107,125,32,35.99,83.5,29,14.1,14.5
30:07.1,91,158,2108,125,32,35.99,83.5,29,14.1,14.5
30:07.2,91,158,2108,125,32,35.99,83.5,29,14.1,14.5
30:07.3,91,158,2108,125,32,35.99,83.5,29,14.1,14.5
30:07.4,91,158,2108,125,32,35.58,83.5,29,14.1,14.5
30:07.4,91,158,2108,125,32,35.58,83.5,29,14.1,14.5
30:07.5,91,158,2108,125,32,35.58,83.5,29,14.1,14.5
30:07.6,91,158,2108,125,32,35.58,83.5,29,14.1,14.5
30:07.7,91,158,2108,125,32,35.58,83.5,29,14.1,14.5
30:07.8,91,158,2108,125,32,35.58,83.5,29,14.1,14.5
30:07.9,91,157,2108,125,32,35.58,83.5,29,14.1,14.5
30:08.0,91,157,2108,125,32,35.58,83.5,29,14.1,14.5
30:08.1,91,157,2108,125,32,35.58,83.5,29,14.1,14.5
30:08.2,91,157,2108,125,33,35.58,83.5,29,14.1,14.5
30:08.3,91,157,2108,125,33,35.38,83.5,29,14.1,14.5
30:08.3,91,157,2108,125,33,35.38,83.5,29,14.1,14.5
30:08.4,91,157,2108,125,33,35.38,83.5,29,14.1,14.5
30:08.5,91,157,2108,125,33,35.38,83.5,29,14.1,14.5
30:08.6,91,157,2108,125,33,35.38,83.5,29,14.1,14.5
30:08.7,91,157,2108,125,33,35.38,83.5,29,14.1,14.5
30:08.8,91,159,2108,125,33,35.38,83.5,29,14.1,14.5
30:08.9,91,159,2108,125,33,35.38,83.5,29,14.1,14.5
30:09.0,91,159,2108,125,33,35.38,83.5,29,14.1,14.5
30:09.1,91,159,2108,125,33,35.38,83.5,29,14.1,14.5
30:09.2,91,159,2108,125,33,36.36,83.5,29,14.1,14.5
30:09.2,91,159,2108,125,33,36.36,83.5,29,14.1,14.5
30:09.3,91,159,2108,125,33,36.36,83.5,29,14.1,14.5
30:09.4,91,159,2108,125,33,36.36,83.5,29,14.1,14.5
30:09.5,91,159,2108,125,33,36.36,83.5,29,14.1,14.5
30:09.6,91,159,2108,125,33,36.36,83.5,29,14.1,14.5
30:09.7,91,160,2108,125,33,36.36,83.5,29,14.1,14.5
30:09.8,91,160,2107,125,33,36.36,83.5,29,14.1,14.5
30:09.9,91,160,2107,125,33,36.36,83.5,29,14.1,14.5
30:10.0,91,160,2107,125,32,36.36,83.5,29,14.1,14.5
30:10.1,91,160,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.1,91,160,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.2,91,160,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.3,91,160,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.4,91,160,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.5,91,160,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.6,91,159,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.7,91,159,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.8,91,159,2107,125,32,36.16,83.5,29,14.1,14.5
30:10.9,91,159,2107,125,33,36.16,83.5,29,14.1,14.5
30:11.0,91,159,2107,125,33,36.05,83.5,29,14.1,14.5
30:11.0,91,159,2107,125,33,36.05,83.5,29,14.1,14.5
30:11.1,91,159,2107,125,33,36.05,83.5,29,14.1,14.5
30:11.2,91,159,2107,125,33,36.05,83.5,29,14.1,14.5
30:11.3,91,159,2107,125,33,36.05,83.5,29,14.1,14.5
30:11.4,91,159,2107,125,33,36.05,83.5,29,14.1,14.5
30:11.5,91,160,2107,125,33,36.05,83.5,29,14.1,14.5
30:11.6,91,160,2106,125,33,36.05,83.5,29,14.1,14.5
30:11.7,91,160,2106,125,33,36.05,83.5,29,14.1,14.5
30:11.8,91,160,2106,125,32,36.05,83.5,29,14.1,14.5
30:11.9,91,160,2106,125,32,36.19,83.5,29,14.1,14.5
30:11.9,91,160,2106,125,32,36.19,83.5,29,14.1,14.5
30:12.0,91,160,2106,125,32,36.19,83.5,29,14.1,14.5
30:12.1,91,160,2106,125,32,36.19,83.5,29,14.1,14.5
30:12.2,91,160,2106,125,32,36.19,83.5,29,14.1,14.5
30:12.3,91,160,2106,125,32,36.19,83.5,29,14.1,14.5
30:12.4,91,160,2106,125,32,36.19,83.5,29,14.1,14.5
30:12.5,91,160,2104,125,32,36.19,83.5,29,14.1,14.5
30:12.6,91,160,2104,125,32,36.19,83.5,29,14.1,14.5
30:12.7,91,160,2104,125,33,36.19,83.5,29,14.1,14.5
30:12.8,91,160,2104,125,33,36.8,83.5,29,14.1,14.5
30:12.8,91,160,2104,125,33,36.8,83.5,29,14.1,14.5
30:12.9,91,160,2104,125,33,36.8,83.5,29,14.1,14.5
30:13.0,91,160,2104,125,33,36.8,83.5,29,14.1,14.5
30:13.1,91,160,2104,125,33,36.8,83.5,29,14.1,14.5
30:13.2,91,160,2104,125,33,36.8,83.5,29,14.1,14.5
30:13.3,91,163,2104,125,33,36.8,83.5,29,14.1,14.5
30:13.4,91,163,2102,125,33,36.8,83.5,29,14.1,14.5
30:13.4,91,163,2102,124,33,36.8,83.5,29,14.1,14.5
30:13.5,91,163,2102,124,32,36.8,83.5,29,14.1,14.5
30:13.6,91,163,2102,124,32,37.08,83.5,29,14.1,14.5
30:13.7,91,163,2102,124,32,37.08,83.5,29,14.1,14.5
30:13.8,91,163,2102,124,32,37.08,83.5,29,14.1,14.5
30:13.9,91,163,2102,124,32,37.08,83.5,29,14.1,14.5
30:14.0,91,163,2102,124,32,37.08,83.5,29,14.1,14.5
30:14.1,91,163,2102,124,32,37.08,83.5,29,14.1,14.5
30:14.2,91,165,2102,124,32,37.08,83.5,29,14.1,14.5
30:14.3,91,165,2102,124,32,37.08,83.5,29,14.1,14.5
30:14.3,91,165,2102,124,32,37.08,83.5,29,14.1,14.5
30:14.4,91,165,2102,124,32,37.08,83.5,29,14.1,14.5
30:14.5,91,165,2102,124,32,39.02,83.5,29,14.1,14.5
30:14.6,91,165,2102,124,32,39.02,83.5,29,14.1,14.5
30:14.7,91,165,2102,124,32,39.02,83.5,29,14.1,14.5
30:14.8,91,165,2102,124,32,39.02,83.5,29,14.1,14.5
30:14.9,91,165,2102,124,32,39.02,83.5,29,14.1,14.5
30:15.0,91,165,2102,124,32,39.02,83.5,29,14.1,14.5
30:15.1,91,171,2102,124,32,39.02,83.5,29,14.1,14.5
30:15.2,91,171,2099,124,32,39.02,83.5,29,14.1,14.5
30:15.2,91,171,2099,124,32,39.02,83.5,29,14.1,14.5
30:15.3,91,171,2099,124,33,39.02,83.5,29,14.1,14.5
30:15.4,91,171,2099,124,33,39.97,83.5,29,14.1,14.5
30:15.5,91,171,2099,124,33,39.97,83.5,29,14.1,14.5
30:15.6,91,171,2099,124,33,39.97,83.5,29,14.1,14.5
30:15.7,91,171,2099,124,33,39.97,83.5,29,14.1,14.5
30:15.8,91,171,2099,124,33,39.97,83.5,29,14.1,14.5
30:15.8,91,171,2099,124,33,39.97,83.5,29,14.1,14.5
30:15.9,91,173,2099,124,33,39.97,83.5,29,14.1,14.5
30:16.0,91,173,2101,124,33,39.97,83.5,29,14.1,14.5
30:16.1,91,173,2101,124,33,39.97,83.5,29,14.1,14.5
30:16.2,91,173,2101,124,33,39.97,83.5,29,14.1,14.5
30:16.3,91,173,2101,124,33,39.99,83.5,29,14.1,14.5
30:16.4,91,173,2101,124,33,39.99,83.5,29,14.1,14.5
30:16.5,91,173,2101,124,33,39.99,83.5,29,14.1,14.5
30:16.6,91,173,2101,124,33,39.99,83.5,29,14.1,14.5
30:16.7,91,173,2101,124,33,39.99,83.5,29,14.1,14.5
30:16.7,91,173,2101,124,33,39.99,83.5,29,14.1,14.5
30:16.8,91,173,2101,124,33,39.99,83.5,29,14.1,14.5
30:16.9,91,173,2102,124,33,39.99,83.5,29,14.1,14.5
30:17.0,91,173,2102,124,33,39.99,83.5,29,14.1,14.5
30:17.1,91,173,2102,124,33,39.99,83.5,29,14.1,14.5
30:17.2,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.3,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.3,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.4,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.5,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.6,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.7,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.8,91,173,2102,124,33,40.8,83.5,29,14.1,14.5
30:17.9,91,173,2102,125,33,40.8,83.5,29,14.1,14.5
30:18.0,91,173,2102,125,33,40.8,83.5,29,14.1,14.5
30:18.1,91,173,2102,125,33,40.83,83.5,29,14.1,14.5
30:18.2,91,173,2102,125,33,40.83,83.5,29,14.1,14.5
30:18.2,91,173,2102,125,33,40.83,83.5,29,14.1,14.5
30:18.3,91,173,2102,125,33,40.83,83.5,29,14.1,14.5
30:18.4,91,173,2102,125,33,40.83,83.5,29,14.1,14.5
30:18.5,91,173,2102,125,33,40.83,83.5,29,14.1,14.5
30:18.6,91,174,2102,125,33,40.83,83.5,29,14.1,14.5
30:18.7,91,174,2105,125,33,40.83,83.5,29,14.1,14.5
30:18.8,91,174,2105,125,33,40.83,83.5,29,14.1,14.5
30:18.9,91,174,2105,125,33,40.83,83.5,29,14.1,14.5
30:19.0,91,174,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.1,91,174,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.1,91,174,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.2,91,174,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.3,91,174,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.4,91,174,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.4,91,173,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.5,91,173,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.6,91,173,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.7,91,173,2105,125,33,40.52,83.5,29,14.1,14.5
30:19.8,91,173,2105,125,33,41.16,83.5,29,14.1,14.5
30:19.9,91,173,2105,125,33,41.16,83.5,29,14.1,14.5
30:20.0,91,173,2105,125,33,41.16,83.5,29,14.1,14.5
30:20.0,91,173,2105,125,33,41.16,83.5,29,14.1,14.5
30:20.1,91,173,2105,125,33,41.16,83.5,29,14.1,14.5
30:20.2,91,173,2105,125,33,41.16,83.5,29,14.1,14.5
30:20.3,91,173,2105,125,33,41.16,83.5,29,14.1,14.5
30:20.4,91,173,2110,125,33,41.16,83.5,29,14.1,14.5
30:20.5,91,173,2110,125,33,41.16,83.5,29,14.1,14.5
30:20.6,91,173,2110,125,33,41.16,83.5,29,14.1,14.5
30:20.6,91,173,2110,125,33,40.3,83.5,29,14.1,14.5
30:20.7,91,173,2110,125,33,40.3,83.5,29,14.1,14.5
30:20.8,91,173,2110,125,33,40.3,83.5,29,14.1,14.5
30:20.9,91,173,2110,125,33,40.3,83.5,29,14.1,14.5
30:21.0,91,173,2110,125,33,40.3,83.5,29,14.1,14.5
30:21.1,91,173,2110,125,33,40.3,83.5,29,14.1,14.5
30:21.2,91,172,2110,125,33,40.3,83.5,29,14.1,14.5
30:21.2,91,172,2105,125,33,40.3,83.5,29,14.1,14.5
30:21.3,91,172,2105,125,33,40.3,83.5,29,14.1,14.5
30:21.4,91,172,2105,125,32,40.3,83.5,29,14.1,14.5
30:21.5,91,172,2105,125,32,40.05,83.5,29,14.1,14.5
30:21.6,91,172,2105,125,32,40.05,83.5,29,14.1,14.5
30:21.7,91,172,2105,125,32,40.05,83.5,29,14.1,14.5
30:21.8,91,172,2105,125,32,40.05,83.5,29,14.1,14.5
30:21.8,91,172,2105,125,32,40.05,83.5,29,14.1,14.5
30:21.9,91,172,2105,125,32,40.05,83.5,29,14.1,14.5
30:22.0,91,171,2105,125,32,40.05,83.5,29,14.1,14.5
30:22.1,91,171,2109,125,32,40.05,83.5,29,14.1,14.5
30:22.2,91,171,2109,125,32,40.05,83.5,29,14.1,14.5
30:22.3,91,171,2109,125,32,40.05,83.5,29,14.1,14.5
30:22.4,91,171,2109,125,32,39.41,83.5,29,14.1,14.5
30:22.4,91,171,2109,125,32,39.41,83.5,29,14.1,14.5
30:22.5,91,171,2109,125,32,39.41,83.5,29,14.1,14.5
30:22.6,91,171,2109,125,32,39.41,83.5,29,14.1,14.5
30:22.7,91,171,2109,125,32,39.41,83.5,29,14.1,14.5
30:22.8,91,171,2109,125,32,39.41,83.5,29,14.1,14.5
30:22.9,91,169,2109,125,32,39.41,83.5,29,14.1,14.5
30:23.0,91,169,2110,125,32,39.41,83.5,29,14.1,14.5
30:23.0,91,169,2110,125,32,39.41,83.5,29,14.1,14.5
30:23.1,91,169,2110,125,32,39.41,83.5,29,14.1,14.5
30:23.2,91,169,2110,125,32,38.88,83.5,29,14.1,14.5
30:23.3,91,169,2110,125,32,38.88,83.5,29,14.1,14.5
30:23.3,91,169,2110,125,32,38.88,83.5,29,14.1,14.5
30:23.4,91,169,2110,125,32,38.88,83.5,29,14.1,14.5
30:23.5,91,169,2110,125,32,38.88,83.5,29,14.1,14.5
30:23.6,91,169,2110,125,32,38.88,83.5,29,14.1,14.5
30:23.7,91,164,2110,125,32,38.88,83.5,29,14.1,14.5
30:23.8,91,164,2110,125,32,38.88,83.5,29,14.1,14.5
